,Location,FIPS,Life Expectancy,County name,"Total per enrollee (age, sex, race adjusted)","Total per enrollee (age, sex, race, price adjusted)"
2340,"Hampton County, South Carolina",45049,74.48,SC-Hampton County,"10,109 ","10,809 "
2341,"Horry County, South Carolina",45051,77.02,SC-Horry County,"8,938 ","9,902 "
2342,"Jasper County, South Carolina",45053,76.50,SC-Jasper County,"8,348 ","9,098 "
2343,"Kershaw County, South Carolina",45055,76.40,SC-Kershaw County,"9,245 ","10,291 "
2344,"Lancaster County, South Carolina",45057,76.82,SC-Lancaster County,"8,759 ","9,398 "
2345,"Laurens County, South Carolina",45059,74.53,SC-Laurens County,"9,296 ","9,637 "
2346,"Lee County, South Carolina",45061,73.00,SC-Lee County,"9,431 ","10,669 "
2347,"Lexington County, South Carolina",45063,78.02,SC-Lexington County,"8,882 ","9,868 "
2348,"Marion County, South Carolina",45067,72.67,SC-Marion County,"8,522 ","9,645 "
2349,"Marlboro County, South Carolina",45069,72.02,SC-Marlboro County,"9,465 ","10,689 "
2350,"McCormick County, South Carolina",45065,77.00,SC-McCormick County,"9,245 ","9,435 "
2351,"Newberry County, South Carolina",45071,76.34,SC-Newberry County,"8,551 ","9,122 "
2352,"Oconee County, South Carolina",45073,77.43,SC-Oconee County,"8,738 ","9,290 "
2353,"Orangeburg County, South Carolina",45075,74.20,SC-Orangeburg County,"8,655 ","9,277 "
2354,"Pickens County, South Carolina",45077,76.98,SC-Pickens County,"8,933 ","9,590 "
2355,"Richland County, South Carolina",45079,77.36,SC-Richland County,"8,173 ","8,981 "
2356,"Saluda County, South Carolina",45081,76.96,SC-Saluda County,"9,201 ","9,762 "
2357,"Spartanburg County, South Carolina",45083,75.68,SC-Spartanburg County,"8,987 ","10,033 "
2358,"Sumter County, South Carolina",45085,75.65,SC-Sumter County,"9,017 ","10,107 "
2359,"Union County, South Carolina",45087,74.05,SC-Union County,"8,830 ","9,949 "
2360,"Williamsburg County, South Carolina",45089,73.44,SC-Williamsburg County,"8,449 ","9,465 "
2361,"York County, South Carolina",45091,77.40,SC-York County,"8,803 ","9,490 "
2362,"Aurora County, South Dakota",46003,80.10,SD-Aurora County,"7,114 ","7,422 "
2363,"Beadle County, South Dakota",46005,79.39,SD-Beadle County,"7,270 ","7,498 "
2364,"Bennett County, South Dakota",46007,74.69,SD-Bennett County,"13,154 ","12,922 "
2365,"Bon Homme County, South Dakota",46009,81.30,SD-Bon Homme County,"9,266 ","9,048 "
2366,"Brookings County, South Dakota",46011,81.24,SD-Brookings County,"8,314 ","8,641 "
2367,"Brown County, South Dakota",46013,80.12,SD-Brown County,"8,541 ","9,018 "
2368,"Brule County, South Dakota",46015,80.01,SD-Brule County,"7,480 ","7,540 "
2369,"Buffalo County, South Dakota",46017,69.05,SD-Buffalo County,"9,177 ","9,521 "
2370,"Butte County, South Dakota",46019,78.35,SD-Butte County,"8,323 ","8,218 "
2371,"Campbell County, South Dakota",46021,82.04,SD-Campbell County,"7,639 ","7,691 "
2372,"Charles Mix County, South Dakota",46023,78.52,SD-Charles Mix County,"9,370 ","9,353 "
2373,"Clark County, South Dakota",46025,80.05,SD-Clark County,"6,938 ","7,209 "
2374,"Clay County, South Dakota",46027,80.22,SD-Clay County,"8,623 ","9,066 "
2375,"Codington County, South Dakota",46029,80.06,SD-Codington County,"7,555 ","7,875 "
2376,"Corson County, South Dakota",46031,72.13,SD-Corson County,"8,548 ","8,930 "
2377,"Custer County, South Dakota",46033,79.99,SD-Custer County,"8,517 ","8,320 "
2378,"Davison County, South Dakota",46035,79.95,SD-Davison County,"8,229 ","8,565 "
2379,"Day County, South Dakota",46037,78.94,SD-Day County,"8,733 ","8,574 "
2380,"Deuel County, South Dakota",46039,80.46,SD-Deuel County,"8,932 ","9,181 "
2381,"Dewey County, South Dakota",46041,71.02,SD-Dewey County,"10,868 ","10,949 "
2382,"Douglas County, South Dakota",46043,80.99,SD-Douglas County,"9,419 ","9,669 "
2383,"Edmunds County, South Dakota",46045,80.72,SD-Edmunds County,"8,718 ","9,278 "
2384,"Fall River County, South Dakota",46047,76.31,SD-Fall River County,"9,387 ","9,799 "
2385,"Faulk County, South Dakota",46049,81.09,SD-Faulk County,"12,130 ","11,190 "
2386,"Grant County, South Dakota",46051,79.50,SD-Grant County,"8,849 ","9,277 "
2387,"Gregory County, South Dakota",46053,79.18,SD-Gregory County,"9,319 ","10,556 "
2388,"Haakon County, South Dakota",46055,79.65,SD-Haakon County,"9,190 ","9,772 "
2389,"Hamlin County, South Dakota",46057,79.24,SD-Hamlin County,"8,176 ","8,408 "
2390,"Hand County, South Dakota",46059,81.62,SD-Hand County,"8,024 ","8,627 "
2391,"Hanson County, South Dakota",46061,81.18,SD-Hanson County,"8,037 ","8,147 "
2392,"Harding County, South Dakota",46063,79.90,SD-Harding County,"8,282 ","8,066 "
2393,"Hughes County, South Dakota",46065,80.00,SD-Hughes County,"7,868 ","7,816 "
2394,"Hutchinson County, South Dakota",46067,80.73,SD-Hutchinson County,"7,777 ","8,111 "
2395,"Hyde County, South Dakota",46069,79.67,SD-Hyde County,"8,010 ","8,304 "
2396,"Jackson County, South Dakota",46071,75.01,SD-Jackson County,"9,241 ","9,496 "
2397,"Jerauld County, South Dakota",46073,81.16,SD-Jerauld County,"9,216 ","8,897 "
2398,"Jones County, South Dakota",46075,80.24,SD-Jones County,"8,513 ","8,654 "
2399,"Kingsbury County, South Dakota",46077,79.22,SD-Kingsbury County,"8,962 ","8,870 "
2400,"Lake County, South Dakota",46079,80.82,SD-Lake County,"8,716 ","9,109 "
2401,"Lawrence County, South Dakota",46081,80.72,SD-Lawrence County,"7,650 ","7,619 "
2402,"Lincoln County, South Dakota",46083,83.03,SD-Lincoln County,"8,488 ","8,709 "
2403,"Lyman County, South Dakota",46085,77.49,SD-Lyman County,"9,361 ","9,635 "
2404,"Marshall County, South Dakota",46091,80.14,SD-Marshall County,"7,455 ","7,862 "
2405,"McCook County, South Dakota",46087,79.17,SD-McCook County,"8,166 ","8,321 "
2406,"McPherson County, South Dakota",46089,81.16,SD-McPherson County,"7,311 ","7,098 "
2407,"Meade County, South Dakota",46093,79.22,SD-Meade County,"8,214 ","8,588 "
2408,"Mellette County, South Dakota",46095,74.04,SD-Mellette County,"8,340 ","8,478 "
2409,"Miner County, South Dakota",46097,80.25,SD-Miner County,"9,281 ","9,617 "
2410,"Minnehaha County, South Dakota",46099,79.67,SD-Minnehaha County,"8,559 ","8,823 "
2411,"Moody County, South Dakota",46101,80.33,SD-Moody County,"9,083 ","8,811 "
2412,"Oglala Lakota County, South Dakota",46102,66.81,,,
2413,"Pennington County, South Dakota",46103,80.43,SD-Pennington County,"8,482 ","8,456 "
2414,"Perkins County, South Dakota",46105,79.22,SD-Perkins County,"6,906 ","7,493 "
2415,"Potter County, South Dakota",46107,79.79,SD-Potter County,"13,104 ","12,053 "
2416,"Roberts County, South Dakota",46109,77.41,SD-Roberts County,"8,116 ","8,432 "
2417,"Sanborn County, South Dakota",46111,80.26,SD-Sanborn County,"8,728 ","8,670 "
2418,"Spink County, South Dakota",46115,79.79,SD-Spink County,"10,305 ","10,901 "
2419,"Stanley County, South Dakota",46117,79.43,SD-Stanley County,"7,920 ","7,962 "
2420,"Sully County, South Dakota",46119,81.65,SD-Sully County,"5,432 ","5,482 "
2421,"Todd County, South Dakota",46121,68.51,SD-Todd County,"12,671 ","13,001 "
2422,"Tripp County, South Dakota",46123,79.10,SD-Tripp County,"7,617 ","8,839 "
2423,"Turner County, South Dakota",46125,80.28,SD-Turner County,"9,069 ","9,251 "
2424,"Union County, South Dakota",46127,80.72,SD-Union County,"8,561 ","9,118 "
2425,"Walworth County, South Dakota",46129,78.14,SD-Walworth County,"8,490 ","8,866 "
2426,"Yankton County, South Dakota",46135,80.50,SD-Yankton County,"7,943 ","8,160 "
2427,"Ziebach County, South Dakota",46137,76.39,SD-Ziebach County,"10,129 ","9,624 "
2428,"Anderson County, Tennessee",47001,76.68,TN-Anderson County,"8,581 ","10,166 "
2429,"Bedford County, Tennessee",47003,75.35,TN-Bedford County,"9,799 ","10,903 "
2430,"Benton County, Tennessee",47005,73.36,TN-Benton County,"10,331 ","12,119 "
2431,"Bledsoe County, Tennessee",47007,76.57,TN-Bledsoe County,"10,824 ","12,645 "
2432,"Blount County, Tennessee",47009,77.37,TN-Blount County,"8,668 ","10,232 "
2433,"Bradley County, Tennessee",47011,76.59,TN-Bradley County,"9,621 ","10,735 "
2434,"Campbell County, Tennessee",47013,74.12,TN-Campbell County,"10,021 ","11,900 "
2435,"Cannon County, Tennessee",47015,75.40,TN-Cannon County,"10,290 ","11,159 "
2436,"Carroll County, Tennessee",47017,73.69,TN-Carroll County,"9,549 ","11,057 "
2437,"Carter County, Tennessee",47019,76.26,TN-Carter County,"9,012 ","10,629 "
2438,"Cheatham County, Tennessee",47021,75.52,TN-Cheatham County,"10,472 ","11,338 "
2439,"Chester County, Tennessee",47023,76.51,TN-Chester County,"9,458 ","10,972 "
2440,"Claiborne County, Tennessee",47025,73.72,TN-Claiborne County,"9,826 ","11,462 "
2441,"Clay County, Tennessee",47027,74.53,TN-Clay County,"8,683 ","10,307 "
2442,"Cocke County, Tennessee",47029,73.27,TN-Cocke County,"8,418 ","9,844 "
2443,"Coffee County, Tennessee",47031,74.92,TN-Coffee County,"9,888 ","11,156 "
2444,"Crockett County, Tennessee",47033,75.32,TN-Crockett County,"9,158 ","10,728 "
2445,"Cumberland County, Tennessee",47035,77.63,TN-Cumberland County,"8,559 ","9,664 "
2446,"Davidson County, Tennessee",47037,76.84,TN-Davidson County,"9,226 ","10,005 "
2447,"DeKalb County, Tennessee",47041,74.05,TN-DeKalb County,"9,430 ","10,567 "
2448,"Decatur County, Tennessee",47039,74.28,TN-Decatur County,"10,075 ","11,609 "
2449,"Dickson County, Tennessee",47043,75.92,TN-Dickson County,"10,717 ","11,759 "
2450,"Dyer County, Tennessee",47045,74.73,TN-Dyer County,"10,612 ","12,286 "
2451,"Fayette County, Tennessee",47047,76.83,TN-Fayette County,"9,434 ","10,223 "
2452,"Fentress County, Tennessee",47049,73.43,TN-Fentress County,"10,531 ","12,168 "
2453,"Franklin County, Tennessee",47051,76.62,TN-Franklin County,"10,201 ","11,452 "
2454,"Gibson County, Tennessee",47053,74.14,TN-Gibson County,"8,896 ","10,354 "
2455,"Giles County, Tennessee",47055,75.68,TN-Giles County,"9,908 ","10,910 "
2456,"Grainger County, Tennessee",47057,74.62,TN-Grainger County,"8,672 ","10,200 "
2457,"Greene County, Tennessee",47059,75.23,TN-Greene County,"9,000 ","10,461 "
2458,"Grundy County, Tennessee",47061,72.46,TN-Grundy County,"10,034 ","11,101 "
2459,"Hamblen County, Tennessee",47063,75.02,TN-Hamblen County,"8,934 ","10,537 "
2460,"Hamilton County, Tennessee",47065,77.45,TN-Hamilton County,"9,532 ","10,477 "
2461,"Hancock County, Tennessee",47067,73.35,TN-Hancock County,"11,019 ","12,703 "
2462,"Hardeman County, Tennessee",47069,74.65,TN-Hardeman County,"9,478 ","10,797 "
2463,"Hardin County, Tennessee",47071,73.96,TN-Hardin County,"9,509 ","10,941 "
2464,"Hawkins County, Tennessee",47073,75.38,TN-Hawkins County,"8,911 ","10,493 "
2465,"Haywood County, Tennessee",47075,74.64,TN-Haywood County,"8,974 ","10,420 "
2466,"Henderson County, Tennessee",47077,74.34,TN-Henderson County,"10,215 ","11,849 "
2467,"Henry County, Tennessee",47079,74.68,TN-Henry County,"8,780 ","10,156 "
2468,"Hickman County, Tennessee",47081,75.16,TN-Hickman County,"9,775 ","10,542 "
2469,"Houston County, Tennessee",47083,75.11,TN-Houston County,"9,762 ","11,081 "
2470,"Humphreys County, Tennessee",47085,75.13,TN-Humphreys County,"10,529 ","12,165 "
2471,"Jackson County, Tennessee",47087,74.03,TN-Jackson County,"9,935 ","11,544 "
2472,"Jefferson County, Tennessee",47089,76.30,TN-Jefferson County,"8,914 ","10,470 "
2473,"Johnson County, Tennessee",47091,75.76,TN-Johnson County,"9,478 ","10,865 "
2474,"Knox County, Tennessee",47093,76.83,TN-Knox County,"8,762 ","10,177 "
2475,"Lake County, Tennessee",47095,72.81,TN-Lake County,"13,423 ","15,782 "
2476,"Lauderdale County, Tennessee",47097,74.28,TN-Lauderdale County,"10,841 ","12,227 "
2477,"Lawrence County, Tennessee",47099,75.33,TN-Lawrence County,"9,195 ","10,231 "
2478,"Lewis County, Tennessee",47101,74.96,TN-Lewis County,"8,836 ","9,850 "
2479,"Lincoln County, Tennessee",47103,75.84,TN-Lincoln County,"8,952 ","10,083 "
2480,"Loudon County, Tennessee",47105,77.92,TN-Loudon County,"8,518 ","9,955 "
2481,"Macon County, Tennessee",47111,74.14,TN-Macon County,"10,956 ","12,598 "
2482,"Madison County, Tennessee",47113,76.53,TN-Madison County,"9,105 ","10,624 "
2483,"Marion County, Tennessee",47115,74.61,TN-Marion County,"10,345 ","11,424 "
2484,"Marshall County, Tennessee",47117,76.00,TN-Marshall County,"9,457 ","10,438 "
2485,"Maury County, Tennessee",47119,76.37,TN-Maury County,"9,146 ","9,968 "
2486,"McMinn County, Tennessee",47107,75.34,TN-McMinn County,"8,669 ","9,837 "
2487,"McNairy County, Tennessee",47109,73.78,TN-McNairy County,"9,471 ","10,845 "
2488,"Meigs County, Tennessee",47121,74.04,TN-Meigs County,"8,574 ","9,659 "
2489,"Monroe County, Tennessee",47123,75.76,TN-Monroe County,"9,112 ","10,596 "
2490,"Montgomery County, Tennessee",47125,76.66,TN-Montgomery County,"9,086 ","10,067 "
2491,"Moore County, Tennessee",47127,79.03,TN-Moore County,"7,307 ","8,331 "
2492,"Morgan County, Tennessee",47129,75.69,TN-Morgan County,"8,367 ","9,832 "
2493,"Obion County, Tennessee",47131,75.28,TN-Obion County,"10,579 ","12,167 "
2494,"Overton County, Tennessee",47133,74.29,TN-Overton County,"8,870 ","10,193 "
2495,"Perry County, Tennessee",47135,74.24,TN-Perry County,"11,173 ","12,855 "
2496,"Pickett County, Tennessee",47137,76.18,TN-Pickett County,"10,178 ","11,852 "
2497,"Polk County, Tennessee",47139,74.55,TN-Polk County,"9,203 ","10,375 "
2498,"Putnam County, Tennessee",47141,76.41,TN-Putnam County,"9,038 ","10,351 "
2499,"Rhea County, Tennessee",47143,75.18,TN-Rhea County,"9,307 ","10,631 "
2500,"Roane County, Tennessee",47145,76.09,TN-Roane County,"9,332 ","11,114 "
2501,"Robertson County, Tennessee",47147,75.68,TN-Robertson County,"10,039 ","10,923 "
2502,"Rutherford County, Tennessee",47149,78.03,TN-Rutherford County,"9,485 ","10,309 "
2503,"Scott County, Tennessee",47151,73.40,TN-Scott County,"10,922 ","12,791 "
2504,"Sequatchie County, Tennessee",47153,75.92,TN-Sequatchie County,"10,469 ","11,484 "
2505,"Sevier County, Tennessee",47155,76.67,TN-Sevier County,"8,431 ","9,818 "
2506,"Shelby County, Tennessee",47157,75.75,TN-Shelby County,"9,008 ","9,712 "
2507,"Smith County, Tennessee",47159,74.71,TN-Smith County,"11,144 ","12,621 "
2508,"Stewart County, Tennessee",47161,74.91,TN-Stewart County,"9,592 ","10,608 "
2509,"Sullivan County, Tennessee",47163,76.42,TN-Sullivan County,"8,638 ","10,146 "
2510,"Sumner County, Tennessee",47165,78.00,TN-Sumner County,"10,384 ","11,365 "
2511,"Tipton County, Tennessee",47167,75.24,TN-Tipton County,"11,105 ","11,855 "
2512,"Trousdale County, Tennessee",47169,73.84,TN-Trousdale County,"11,060 ","12,200 "
2513,"Unicoi County, Tennessee",47171,74.98,TN-Unicoi County,"8,947 ","10,610 "
2514,"Union County, Tennessee",47173,74.69,TN-Union County,"10,243 ","12,002 "
2515,"Van Buren County, Tennessee",47175,75.93,TN-Van Buren County,"9,432 ","10,318 "
2516,"Warren County, Tennessee",47177,74.99,TN-Warren County,"10,018 ","11,079 "
2517,"Washington County, Tennessee",47179,76.49,TN-Washington County,"8,531 ","9,943 "
2518,"Wayne County, Tennessee",47181,75.44,TN-Wayne County,"10,111 ","11,527 "
2519,"Weakley County, Tennessee",47183,76.77,TN-Weakley County,"10,089 ","11,539 "
2520,"White County, Tennessee",47185,74.52,TN-White County,"9,159 ","10,450 "
2521,"Williamson County, Tennessee",47187,81.86,TN-Williamson County,"8,622 ","9,304 "
2522,"Wilson County, Tennessee",47189,77.68,TN-Wilson County,"9,879 ","10,716 "
2523,"Anderson County, Texas",48001,73.41,TX-Anderson County,"10,729 ","11,783 "
2524,"Andrews County, Texas",48003,76.46,TX-Andrews County,"8,201 ","8,306 "
2525,"Angelina County, Texas",48005,76.06,TX-Angelina County,"10,540 ","11,442 "
2526,"Aransas County, Texas",48007,76.03,TX-Aransas County,"9,353 ","10,006 "
2527,"Archer County, Texas",48009,79.29,TX-Archer County,"11,601 ","11,984 "
2528,"Armstrong County, Texas",48011,77.22,TX-Armstrong County,"10,043 ","11,594 "
2529,"Atascosa County, Texas",48013,77.73,TX-Atascosa County,"11,266 ","11,978 "
2530,"Austin County, Texas",48015,78.19,TX-Austin County,"9,304 ","9,618 "
2531,"Bailey County, Texas",48017,78.22,TX-Bailey County,"10,634 ","11,718 "
2532,"Bandera County, Texas",48019,79.90,TX-Bandera County,"8,893 ","9,403 "
2533,"Bastrop County, Texas",48021,77.47,TX-Bastrop County,"10,848 ","11,412 "
2534,"Baylor County, Texas",48023,76.33,TX-Baylor County,"12,019 ","12,756 "
2535,"Bee County, Texas",48025,77.87,TX-Bee County,"11,823 ","12,708 "
2536,"Bell County, Texas",48027,77.91,TX-Bell County,"10,296 ","10,674 "
2537,"Bexar County, Texas",48029,78.65,TX-Bexar County,"9,920 ","10,568 "
2538,"Blanco County, Texas",48031,79.47,TX-Blanco County,"8,523 ","9,184 "
2539,"Borden County, Texas",48033,79.62,TX-Borden County,"8,571 ","9,178 "
2540,"Bosque County, Texas",48035,76.70,TX-Bosque County,"9,314 ","10,284 "
2541,"Bowie County, Texas",48037,75.69,TX-Bowie County,"10,031 ","11,403 "
2542,"Brazoria County, Texas",48039,78.10,TX-Brazoria County,"12,207 ","11,923 "
2543,"Brazos County, Texas",48041,79.92,TX-Brazos County,"9,735 ","10,497 "
2544,"Brewster County, Texas",48043,80.19,TX-Brewster County,"7,289 ","7,725 "
2545,"Briscoe County, Texas",48045,77.56,TX-Briscoe County,"7,911 ","8,678 "
2546,"Brooks County, Texas",48047,76.41,TX-Brooks County,"14,925 ","15,990 "
2547,"Brown County, Texas",48049,75.63,TX-Brown County,"10,081 ","11,060 "
2548,"Burleson County, Texas",48051,77.78,TX-Burleson County,"10,370 ","11,014 "
2549,"Burnet County, Texas",48053,78.87,TX-Burnet County,"10,525 ","11,058 "
2550,"Caldwell County, Texas",48055,77.98,TX-Caldwell County,"11,591 ","12,207 "
2551,"Calhoun County, Texas",48057,77.26,TX-Calhoun County,"10,897 ","12,137 "
2552,"Callahan County, Texas",48059,76.76,TX-Callahan County,"10,959 ","12,274 "
2553,"Cameron County, Texas",48061,80.14,TX-Cameron County,"10,974 ","12,043 "
2554,"Camp County, Texas",48063,74.55,TX-Camp County,"10,788 ","11,985 "
2555,"Carson County, Texas",48065,77.85,TX-Carson County,"9,463 ","10,414 "
2556,"Cass County, Texas",48067,75.73,TX-Cass County,"10,619 ","11,809 "
2557,"Castro County, Texas",48069,78.56,TX-Castro County,"11,087 ","11,940 "
2558,"Chambers County, Texas",48071,77.12,TX-Chambers County,"13,158 ","13,416 "
2559,"Cherokee County, Texas",48073,76.24,TX-Cherokee County,"10,738 ","11,941 "
2560,"Childress County, Texas",48075,76.57,TX-Childress County,"7,943 ","8,661 "
2561,"Clay County, Texas",48077,77.57,TX-Clay County,"11,611 ","11,844 "
2562,"Cochran County, Texas",48079,75.93,TX-Cochran County,"8,447 ","8,801 "
2563,"Coke County, Texas",48081,76.65,TX-Coke County,"10,434 ","11,556 "
2564,"Coleman County, Texas",48083,75.58,TX-Coleman County,"10,414 ","11,896 "
2565,"Collin County, Texas",48085,82.00,TX-Collin County,"11,303 ","11,837 "
2566,"Collingsworth County, Texas",48087,75.65,TX-Collingsworth County,"16,414 ","15,801 "
2567,"Colorado County, Texas",48089,77.07,TX-Colorado County,"12,143 ","12,413 "
2568,"Comal County, Texas",48091,79.82,TX-Comal County,"10,051 ","10,660 "
2569,"Comanche County, Texas",48093,77.17,TX-Comanche County,"9,915 ","11,099 "
2570,"Concho County, Texas",48095,78.37,TX-Concho County,"12,886 ","12,749 "
2571,"Cooke County, Texas",48097,77.22,TX-Cooke County,"11,377 ","12,239 "
2572,"Coryell County, Texas",48099,77.88,TX-Coryell County,"10,041 ","10,667 "
2573,"Cottle County, Texas",48101,77.46,TX-Cottle County,"8,978 ","9,689 "
2574,"Crane County, Texas",48103,75.88,TX-Crane County,"13,318 ","12,771 "
2575,"Crockett County, Texas",48105,77.17,TX-Crockett County,"10,643 ","11,552 "
2576,"Crosby County, Texas",48107,77.03,TX-Crosby County,"12,630 ","13,865 "
2577,"Culberson County, Texas",48109,78.67,TX-Culberson County,"17,794 ","17,206 "
2578,"Dallam County, Texas",48111,75.60,TX-Dallam County,"10,495 ","11,335 "
2579,"Dallas County, Texas",48113,78.29,TX-Dallas County,"11,523 ","11,695 "
2580,"Dawson County, Texas",48115,76.97,TX-Dawson County,"9,655 ","10,416 "
2581,"DeWitt County, Texas",48123,77.27,TX-DeWitt County,"10,725 ","11,785 "
2582,"Deaf Smith County, Texas",48117,77.58,TX-Deaf Smith County,"8,839 ","9,784 "
2583,"Delta County, Texas",48119,75.54,TX-Delta County,"9,849 ","10,489 "
2584,"Denton County, Texas",48121,80.80,TX-Denton County,"11,526 ","12,121 "
2585,"Dickens County, Texas",48125,77.23,TX-Dickens County,"11,480 ","12,514 "
2586,"Dimmit County, Texas",48127,77.80,TX-Dimmit County,"10,820 ","11,598 "
2587,"Donley County, Texas",48129,76.46,TX-Donley County,"9,467 ","10,593 "
2588,"Duval County, Texas",48131,76.64,TX-Duval County,"14,342 ","15,612 "
2589,"Eastland County, Texas",48133,75.33,TX-Eastland County,"11,274 ","12,273 "
2590,"Ector County, Texas",48135,75.07,TX-Ector County,"10,439 ","10,972 "
2591,"Edwards County, Texas",48137,79.51,TX-Edwards County,"7,123 ","7,580 "
2592,"El Paso County, Texas",48141,79.79,TX-El Paso County,"9,250 ","10,167 "
2593,"Ellis County, Texas",48139,77.77,TX-Ellis County,"11,517 ","11,950 "
2594,"Erath County, Texas",48143,78.45,TX-Erath County,"9,645 ","10,381 "
2595,"Falls County, Texas",48145,76.13,TX-Falls County,"10,406 ","11,024 "
2596,"Fannin County, Texas",48147,75.87,TX-Fannin County,"12,070 ","13,065 "
2597,"Fayette County, Texas",48149,79.26,TX-Fayette County,"10,474 ","11,066 "
2598,"Fisher County, Texas",48151,77.71,TX-Fisher County,"11,225 ","12,451 "
2599,"Floyd County, Texas",48153,78.25,TX-Floyd County,"10,370 ","11,051 "
2600,"Foard County, Texas",48155,77.59,TX-Foard County,"12,700 ","13,806 "
2601,"Fort Bend County, Texas",48157,81.84,TX-Fort Bend County,"11,262 ","11,695 "
2602,"Franklin County, Texas",48159,77.83,TX-Franklin County,"10,428 ","11,320 "
2603,"Freestone County, Texas",48161,76.14,TX-Freestone County,"9,948 ","10,685 "
2604,"Frio County, Texas",48163,77.75,TX-Frio County,"10,810 ","11,520 "
2605,"Gaines County, Texas",48165,77.94,TX-Gaines County,"10,561 ","11,274 "
2606,"Galveston County, Texas",48167,77.22,TX-Galveston County,"13,276 ","12,797 "
2607,"Garza County, Texas",48169,76.17,TX-Garza County,"9,379 ","10,168 "
2608,"Gillespie County, Texas",48171,81.04,TX-Gillespie County,"7,617 ","8,287 "
2609,"Glasscock County, Texas",48173,79.81,TX-Glasscock County,"10,606 ","10,775 "
2610,"Goliad County, Texas",48175,79.36,TX-Goliad County,"10,785 ","12,030 "
2611,"Gonzales County, Texas",48177,77.05,TX-Gonzales County,"10,096 ","10,867 "
2612,"Gray County, Texas",48179,75.40,TX-Gray County,"10,991 ","11,982 "
2613,"Grayson County, Texas",48181,76.47,TX-Grayson County,"12,388 ","13,482 "
2614,"Gregg County, Texas",48183,75.51,TX-Gregg County,"10,737 ","11,936 "
2615,"Grimes County, Texas",48185,76.19,TX-Grimes County,"11,105 ","11,608 "
2616,"Guadalupe County, Texas",48187,79.71,TX-Guadalupe County,"10,297 ","11,146 "
2617,"Hale County, Texas",48189,77.90,TX-Hale County,"9,939 ","10,995 "
2618,"Hall County, Texas",48191,76.23,TX-Hall County,"7,512 ","8,120 "
2619,"Hamilton County, Texas",48193,76.74,TX-Hamilton County,"10,328 ","11,201 "
2620,"Hansford County, Texas",48195,76.97,TX-Hansford County,"12,539 ","12,102 "
2621,"Hardeman County, Texas",48197,77.33,TX-Hardeman County,"12,301 ","12,813 "
2622,"Hardin County, Texas",48199,75.80,TX-Hardin County,"11,182 ","12,051 "
2623,"Harris County, Texas",48201,78.74,TX-Harris County,"12,142 ","12,208 "
2624,"Harrison County, Texas",48203,75.88,TX-Harrison County,"10,100 ","11,353 "
2625,"Hartley County, Texas",48205,80.59,TX-Hartley County,"8,535 ","9,354 "
2626,"Haskell County, Texas",48207,76.87,TX-Haskell County,"10,997 ","11,639 "
2627,"Hays County, Texas",48209,80.56,TX-Hays County,"10,811 ","11,410 "
2628,"Hemphill County, Texas",48211,77.46,TX-Hemphill County,"7,927 ","7,945 "
2629,"Henderson County, Texas",48213,75.33,TX-Henderson County,"10,649 ","11,745 "
2630,"Hidalgo County, Texas",48215,80.97,TX-Hidalgo County,"11,602 ","12,683 "
2631,"Hill County, Texas",48217,76.59,TX-Hill County,"9,437 ","10,116 "
2632,"Hockley County, Texas",48219,76.82,TX-Hockley County,"9,943 ","10,884 "
2633,"Hood County, Texas",48221,78.13,TX-Hood County,"10,396 ","10,897 "
2634,"Hopkins County, Texas",48223,76.79,TX-Hopkins County,"10,383 ","11,289 "
2635,"Houston County, Texas",48225,75.67,TX-Houston County,"9,676 ","10,351 "
2636,"Howard County, Texas",48227,74.89,TX-Howard County,"10,404 ","11,023 "
2637,"Hudspeth County, Texas",48229,81.14,TX-Hudspeth County,"7,980 ","8,688 "
2638,"Hunt County, Texas",48231,75.95,TX-Hunt County,"13,069 ","13,351 "
2639,"Hutchinson County, Texas",48233,75.51,TX-Hutchinson County,"10,479 ","11,018 "
2640,"Irion County, Texas",48235,79.53,TX-Irion County,"9,621 ","10,309 "
2641,"Jack County, Texas",48237,76.73,TX-Jack County,"11,977 ","12,549 "
2642,"Jackson County, Texas",48239,77.26,TX-Jackson County,"11,470 ","12,016 "
2643,"Jasper County, Texas",48241,75.48,TX-Jasper County,"11,115 ","11,894 "
2644,"Jeff Davis County, Texas",48243,82.06,TX-Jeff Davis County,"6,675 ","6,885 "
2645,"Jefferson County, Texas",48245,75.91,TX-Jefferson County,"11,072 ","12,080 "
2646,"Jim Hogg County, Texas",48247,77.19,TX-Jim Hogg County,"15,703 ","16,886 "
2647,"Jim Wells County, Texas",48249,76.45,TX-Jim Wells County,"13,469 ","14,773 "
2648,"Johnson County, Texas",48251,76.92,TX-Johnson County,"12,297 ","12,844 "
2649,"Jones County, Texas",48253,76.82,TX-Jones County,"12,164 ","13,236 "
2650,"Karnes County, Texas",48255,77.02,TX-Karnes County,"12,622 ","12,845 "
2651,"Kaufman County, Texas",48257,75.91,TX-Kaufman County,"11,996 ","12,400 "
2652,"Kendall County, Texas",48259,80.13,TX-Kendall County,"9,054 ","9,665 "
2653,"Kenedy County, Texas",48261,76.92,TX-Kenedy County,"16,841 ","17,932 "
2654,"Kent County, Texas",48263,77.32,TX-Kent County,"9,984 ","10,584 "
2655,"Kerr County, Texas",48265,78.76,TX-Kerr County,"9,218 ","9,951 "
