,FIPS,Location,Life Expectancy,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
304,19105,"Jones County, Iowa",80.75,0.1401,0.1449,0.2636,0.1382,0.3617
305,19107,"Keokuk County, Iowa",80.46,0.1254,0.2916,0.3989,0.0646,0.1016
306,19109,"Kossuth County, Iowa",81.38,0.0293,0.0331,0.2935,0.1331,0.0446
307,19111,"Lee County, Iowa",77.52,0.4565,0.4884,0.7682,0.1866,0.4623
308,19117,"Lucas County, Iowa",79.19,0.2974,0.19899999999999998,0.5529999999999999,0.2942,0.511
309,19121,"Madison County, Iowa",79.70,0.0398,0.0503,0.2168,0.2203,0.0576
310,19123,"Mahaska County, Iowa",80.12,0.3384,0.3181,0.5737,0.3025,0.4142
311,19125,"Marion County, Iowa",79.22,0.1289,0.1197,0.1936,0.1547,0.4126
312,19129,"Mills County, Iowa",77.93,0.1022,0.0481,0.4387,0.2315,0.177
313,19131,"Mitchell County, Iowa",81.45,0.0624,0.1525,0.2865,0.228,0.0385
314,19135,"Monroe County, Iowa",77.84,0.355,0.3754,0.575,0.1888,0.4998
315,19139,"Muscatine County, Iowa",78.96,0.3798,0.2738,0.4744,0.7568,0.304
316,19141,"O'Brien County, Iowa",80.26,0.1417,0.0446,0.2805,0.3649,0.327
317,19143,"Osceola County, Iowa",80.29,0.2404,0.2276,0.3184,0.5409,0.2222
318,19145,"Page County, Iowa",78.76,0.4833,0.3337,0.4378,0.4444,0.7822
319,19147,"Palo Alto County, Iowa",79.52,0.1159,0.063,0.4725,0.1856,0.2238
320,19149,"Plymouth County, Iowa",80.64,0.1324,0.0675,0.5721,0.4486,0.0844
321,19151,"Pocahontas County, Iowa",79.89,0.0965,0.1802,0.3311,0.3158,0.05
322,19155,"Pottawattamie County, Iowa",77.86,0.4152,0.2184,0.6972,0.5584,0.5454
323,19161,"Sac County, Iowa",79.82,0.0669,0.1407,0.2805,0.2474,0.0423
324,19165,"Shelby County, Iowa",80.92,0.1108,0.1175,0.4199,0.3964,0.0729
325,19171,"Tama County, Iowa",79.58,0.3512,0.2856,0.6113,0.6791,0.2187
326,19173,"Taylor County, Iowa",79.72,0.2372,0.2162,0.5524,0.5727,0.12
327,19175,"Union County, Iowa",78.67,0.2518,0.226,0.7307,0.263,0.2391
328,19177,"Van Buren County, Iowa",78.65,0.1738,0.3505,0.3219,0.177,0.1385
329,19179,"Wapello County, Iowa",77.67,0.7326,0.5931,0.5807,0.7275,0.7896
330,19181,"Warren County, Iowa",80.02,0.1111,0.0433,0.5059,0.1242,0.2697
331,19183,"Washington County, Iowa",80.51,0.2251,0.1385,0.6355,0.5005,0.185
332,19185,"Wayne County, Iowa",78.39,0.3951,0.3534,0.8504,0.205,0.4206
333,19187,"Webster County, Iowa",77.74,0.368,0.4279,0.4903,0.3808,0.3286
334,19189,"Winnebago County, Iowa",80.68,0.1646,0.2655,0.2827,0.3222,0.1414
335,19195,"Worth County, Iowa",79.74,0.0895,0.2401,0.4585,0.185,0.0201
336,19197,"Wright County, Iowa",80.32,0.4212,0.2958,0.7587,0.6737,0.2754
337,20001,"Allen County, Kansas",76.57,0.4683,0.4266,0.8424,0.2009,0.5113
338,20003,"Anderson County, Kansas",78.79,0.3021,0.3524,0.8271,0.1356,0.2229
339,20007,"Barber County, Kansas",77.63,0.1751,0.2063,0.4276,0.4034,0.1296
340,20009,"Barton County, Kansas",78.66,0.5081,0.4238,0.6788,0.7007,0.3419
341,20011,"Bourbon County, Kansas",77.03,0.5393,0.4062,0.9271,0.2025,0.6699
342,20013,"Brown County, Kansas",77.76,0.2824,0.2706,0.8058,0.3387,0.1694
343,20015,"Butler County, Kansas",77.99,0.2763,0.1439,0.2881,0.3852,0.6641
344,20021,"Cherokee County, Kansas",75.16,0.3763,0.5922,0.6097,0.2181,0.1948
345,20025,"Clark County, Kansas",78.44,0.4973,0.2471,0.9615,0.5126,0.44
346,20027,"Clay County, Kansas",79.88,0.0618,0.0688,0.6692,0.0656,0.0478
347,20029,"Cloud County, Kansas",78.52,0.2646,0.2935,0.6953,0.2171,0.2413
348,20031,"Coffey County, Kansas",77.88,0.1414,0.1159,0.4435,0.1229,0.3136
349,20035,"Cowley County, Kansas",76.47,0.6944,0.5078,0.8265,0.6845,0.6769
350,20037,"Crawford County, Kansas",76.81,0.6476,0.5848,0.2471,0.5645,0.8873
351,20041,"Dickinson County, Kansas",78.64,0.32,0.3114,0.7345,0.235,0.3161
352,20043,"Doniphan County, Kansas",79.01,0.2598,0.2913,0.1433,0.1624,0.6807
353,20047,"Edwards County, Kansas",77.96,0.433,0.2751,0.4292,0.7982,0.4301
354,20051,"Ellis County, Kansas",79.65,0.1063,0.1789,0.0353,0.3413,0.354
355,20059,"Franklin County, Kansas",77.88,0.262,0.305,0.3352,0.311,0.3206
356,20071,"Greeley County, Kansas",78.20,0.3957,0.16399999999999998,0.5712,0.7908,0.467
357,20077,"Harper County, Kansas",77.05,0.284,0.2814,0.6641,0.5126,0.1356
358,20079,"Harvey County, Kansas",79.17,0.2792,0.22699999999999998,0.5285,0.6176,0.1882
359,20085,"Jackson County, Kansas",78.70,0.1757,0.1344,0.7612,0.2496,0.157
360,20087,"Jefferson County, Kansas",78.92,0.1082,0.2397,0.4833,0.1385,0.0557
361,20095,"Kingman County, Kansas",78.63,0.12,0.1452,0.4527,0.2359,0.1289
362,20097,"Kiowa County, Kansas",79.29,0.2662,0.1977,0.2082,0.2257,0.7488
363,20099,"Labette County, Kansas",76.27,0.7316,0.5505,0.9277,0.4508,0.7806
364,20101,"Lane County, Kansas",78.22,0.0236,0.0376,0.6498,0.1089,0.0054
365,20103,"Leavenworth County, Kansas",78.92,0.2327,0.1487,0.3604,0.5578,0.2833
366,20105,"Lincoln County, Kansas",79.20,0.1948,0.24100000000000002,0.7402,0.2238,0.107
367,20109,"Logan County, Kansas",78.67,0.1426,0.0888,0.405,0.4155,0.1726
368,20111,"Lyon County, Kansas",78.91,0.7514,0.5747,0.3321,0.8176,0.9102
369,20113,"McPherson County, Kansas",79.26,0.0608,0.0595,0.2496,0.1738,0.1324
370,20115,"Marion County, Kansas",79.35,0.1764,0.2646,0.2735,0.1936,0.2525
371,20117,"Marshall County, Kansas",80.23,0.0799,0.0856,0.5581,0.0713,0.1028
372,20121,"Miami County, Kansas",78.97,0.0678,0.0522,0.4097,0.1258,0.1086
373,20123,"Mitchell County, Kansas",79.12,0.1449,0.0923,0.3976,0.1643,0.3493
374,20125,"Montgomery County, Kansas",76.26,0.7835,0.6052,0.9079999999999999,0.6125,0.7526
375,20131,"Nemaha County, Kansas",80.23,0.1245,0.1426,0.5237,0.0557,0.2378
376,20133,"Neosho County, Kansas",77.32,0.5982,0.4031,0.9561,0.4212,0.5896
377,20139,"Osage County, Kansas",77.67,0.2783,0.3477,0.611,0.1468,0.3009
378,20143,"Ottawa County, Kansas",78.15,0.0248,0.099,0.2525,0.0538,0.0328
379,20147,"Phillips County, Kansas",78.37,0.1509,0.1162,0.8147,0.1837,0.1261
380,20151,"Pratt County, Kansas",78.39,0.4403,0.276,0.511,0.5642,0.6027
381,20155,"Reno County, Kansas",78.40,0.574,0.4024,0.6237,0.5466,0.7596
382,20159,"Rice County, Kansas",77.43,0.3473,0.4429,0.2206,0.5667,0.2853
383,20163,"Rooks County, Kansas",78.51,0.2451,0.2525,0.7988,0.1933,0.1856
384,20167,"Russell County, Kansas",78.91,0.263,0.3725,0.6676,0.29100000000000004,0.1143
385,20169,"Saline County, Kansas",78.53,0.4206,0.28300000000000003,0.5365,0.6673,0.4355
386,20171,"Scott County, Kansas",78.37,0.171,0.1773,0.0987,0.7087,0.1792
387,20179,"Sheridan County, Kansas",80.00,0.0567,0.036000000000000004,0.6539,0.4117,0.0076
388,20181,"Sherman County, Kansas",78.33,0.3117,0.3091,0.8889,0.3906,0.0965
389,20185,"Stafford County, Kansas",77.86,0.2983,0.3537,0.4877,0.7125,0.0653
390,20191,"Sumner County, Kansas",77.25,0.1987,0.2989,0.3744,0.2416,0.1824
391,20193,"Thomas County, Kansas",79.30,0.0471,0.0716,0.0503,0.2289,0.2321
392,20197,"Wabaunsee County, Kansas",79.10,0.0955,0.1289,0.4317,0.326,0.0544
393,20207,"Woodson County, Kansas",76.91,0.3422,0.6011,0.6062,0.1764,0.1474
394,21005,"Anderson County, Kentucky",77.24,0.1016,0.4059,0.504,0.0786,0.0089
395,21007,"Ballard County, Kentucky",75.74,0.255,0.4686,0.3843,0.1038,0.2327
396,21009,"Barren County, Kentucky",76.33,0.737,0.7969,0.8784,0.3416,0.5174
397,21017,"Bourbon County, Kentucky",76.95,0.5775,0.6135,0.7994,0.6686,0.213
398,21019,"Boyd County, Kentucky",76.01,0.5664,0.5587,0.7431,0.1162,0.7861
399,21023,"Bracken County, Kentucky",75.19,0.503,0.7864,0.3292,0.0392,0.5529999999999999
400,21029,"Bullitt County, Kentucky",78.56,0.1261,0.3709,0.4476,0.1398,0.0236
401,21033,"Caldwell County, Kentucky",75.39,0.5053,0.6584,0.8851,0.1188,0.2942
402,21039,"Carlisle County, Kentucky",76.62,0.3954,0.6644,0.3477,0.1732,0.3085
403,21049,"Clark County, Kentucky",75.77,0.5084,0.5142,0.6444,0.4097,0.4871
404,21059,"Daviess County, Kentucky",77.58,0.6234,0.4626,0.773,0.496,0.7501
405,21073,"Franklin County, Kentucky",77.02,0.4887,0.4581,0.4311,0.5619,0.4916
406,21079,"Garrard County, Kentucky",77.56,0.4747,0.7549,0.7902,0.1452,0.1519
407,21083,"Graves County, Kentucky",76.07,0.7809999999999999,0.7647,0.7042,0.6106,0.6659999999999999
408,21085,"Grayson County, Kentucky",74.94,0.5804,0.8032,0.5778,0.1283,0.4909
409,21089,"Greenup County, Kentucky",75.98,0.3728,0.6479,0.6291,0.035,0.255
410,21091,"Hancock County, Kentucky",77.17,0.4553,0.5584,0.9144,0.2521,0.1777
411,21093,"Hardin County, Kentucky",77.18,0.5995,0.4285,0.7631,0.596,0.6425
412,21097,"Harrison County, Kentucky",75.71,0.6329,0.703,0.8526,0.2999,0.4499
413,21101,"Henderson County, Kentucky",76.54,0.6931,0.5839,0.8793,0.3378,0.7736
414,21103,"Henry County, Kentucky",76.21,0.3929,0.6313,0.6558,0.2194,0.1687
415,21107,"Hopkins County, Kentucky",75.01,0.4782,0.5645,0.7692,0.2773,0.3254
416,21123,"Larue County, Kentucky",76.69,0.5613,0.6784,0.9009999999999999,0.319,0.2334
417,21139,"Livingston County, Kentucky",75.37,0.2964,0.4702,0.44,0.0328,0.3744
418,21141,"Logan County, Kentucky",75.81,0.5495,0.773,0.7568,0.3123,0.1971
419,21145,"McCracken County, Kentucky",76.41,0.4534,0.368,0.7227,0.3881,0.5091
420,21149,"McLean County, Kentucky",75.59,0.4635,0.7011,0.8274,0.0146,0.2865
421,21151,"Madison County, Kentucky",77.19,0.4967,0.7116,0.1328,0.3286,0.5721
422,21155,"Marion County, Kentucky",76.62,0.8067,0.8087,0.8246,0.3878,0.765
423,21157,"Marshall County, Kentucky",76.46,0.2184,0.4078,0.3324,0.0261,0.3056
424,21161,"Mason County, Kentucky",75.00,0.7182,0.6501,0.7606,0.4107,0.8032
425,21163,"Meade County, Kentucky",77.29,0.4594,0.6033,0.5836,0.248,0.3496
426,21167,"Mercer County, Kentucky",76.03,0.4406,0.6912,0.5686,0.3747,0.1366
427,21177,"Muhlenberg County, Kentucky",75.03,0.6749,0.8297,0.5845,0.1706,0.6915
428,21179,"Nelson County, Kentucky",77.42,0.3416,0.3996,0.7475,0.3005,0.2216
429,21183,"Ohio County, Kentucky",76.01,0.7791,0.8953,0.8621,0.3824,0.4546
430,21185,"Oldham County, Kentucky",79.56,0.0344,0.0232,0.1019,0.2891,0.1051
431,21191,"Pendleton County, Kentucky",75.63,0.2187,0.4982,0.2754,0.0277,0.2295
432,21209,"Scott County, Kentucky",78.07,0.3012,0.1933,0.3069,0.5234,0.4947
433,21211,"Shelby County, Kentucky",78.42,0.4069,0.3018,0.3671,0.7440000000000001,0.4161
434,21213,"Simpson County, Kentucky",75.86,0.3983,0.6402,0.3798,0.4238,0.1671
435,21215,"Spencer County, Kentucky",77.64,0.0866,0.2783,0.3273,0.0468,0.0538
436,21221,"Trigg County, Kentucky",76.29,0.5231,0.6294,0.9112,0.2044,0.2751
437,21227,"Warren County, Kentucky",77.26,0.7173,0.5686,0.3009,0.7431,0.9089
438,21229,"Washington County, Kentucky",77.76,0.5871,0.6571,0.7246,0.4183,0.4187
439,21233,"Webster County, Kentucky",75.22,0.7612,0.795,0.638,0.4053,0.7641
440,21239,"Woodford County, Kentucky",78.17,0.1713,0.2474,0.34,0.6371,0.0306
441,22015,"Bossier Parish, Louisiana",77.14,0.575,0.3699,0.5482,0.6998,0.7399
442,22019,"Calcasieu Parish, Louisiana",75.13,0.7475,0.5705,0.8316,0.5820000000000001,0.802
443,22063,"Livingston Parish, Louisiana",75.61,0.4639,0.4508,0.7093,0.3063,0.4661
444,22083,"Richland Parish, Louisiana",74.34,0.8972,0.9188,0.7708,0.4371,0.9118
445,22093,"Saint James Parish, Louisiana",76.69,0.6004,0.588,0.6485,0.5712,0.4811
446,22101,"Saint Mary Parish, Louisiana",75.16,0.95,0.8746,0.8322,0.8485,0.9217
447,22103,"Saint Tammany Parish, Louisiana",77.64,0.3228,0.2798,0.6164,0.6374,0.1741
448,22105,"Tangipahoa Parish, Louisiana",74.26,0.8739,0.8223,0.9042,0.6437,0.7354
449,22119,"Webster Parish, Louisiana",74.14,0.9026,0.8631,0.9363,0.44,0.8863
450,23001,"Androscoggin County, Maine",78.28,0.5466,0.3598,0.5954,0.4101,0.8701
451,23005,"Cumberland County, Maine",80.37,0.177,0.0576,0.0707,0.4887,0.6087
452,23007,"Franklin County, Maine",79.22,0.2401,0.3811,0.2276,0.1557,0.348
453,23009,"Hancock County, Maine",79.79,0.1815,0.1872,0.2413,0.1073,0.525
454,23011,"Kennebec County, Maine",78.53,0.4015,0.34700000000000003,0.4304,0.2168,0.7523
455,23013,"Knox County, Maine",80.29,0.1872,0.1815,0.3053,0.0589,0.5492
456,23017,"Oxford County, Maine",78.47,0.3913,0.5244,0.5358,0.1009,0.4881
457,23019,"Penobscot County, Maine",78.64,0.4384,0.4362,0.3098,0.1391,0.8497
458,23023,"Sagadahoc County, Maine",79.99,0.0548,0.0926,0.1133,0.1538,0.1952
459,23025,"Somerset County, Maine",78.05,0.5562,0.6826,0.7905,0.1095,0.5138
460,23027,"Waldo County, Maine",79.34,0.2977,0.4027,0.33299999999999996,0.2079,0.3827
461,23029,"Washington County, Maine",77.22,0.6151,0.6371,0.8134,0.3104,0.5425
462,23031,"York County, Maine",80.15,0.0853,0.0965,0.141,0.2305,0.2311
463,24009,"Calvert County, Maryland",79.25,0.0821,0.1391,0.213,0.4454,0.0392
464,24013,"Carroll County, Maryland",79.28,0.0366,0.0315,0.0557,0.3738,0.1293
465,24015,"Cecil County, Maryland",77.01,0.21899999999999997,0.2639,0.184,0.45299999999999996,0.2687
466,24019,"Dorchester County, Maryland",77.03,0.6867,0.5969,0.7214,0.7762,0.4935
467,24021,"Frederick County, Maryland",80.42,0.1697,0.0487,0.1219,0.7386,0.2916
468,24023,"Garrett County, Maryland",78.86,0.1958,0.3422,0.2238,0.0443,0.3693
469,24025,"Harford County, Maryland",79.54,0.086,0.0869,0.0981,0.5272,0.114
470,24035,"Queen Anne's County, Maryland",79.83,0.0261,0.0372,0.086,0.4944,0.0153
471,24037,"Saint Mary's County, Maryland",78.83,0.184,0.0904,0.1843,0.568,0.341
472,24043,"Washington County, Maryland",78.07,0.5934,0.4174,0.5043,0.5963,0.8233
473,25003,"Berkshire County, Massachusetts",80.12,0.4148,0.2977,0.4346,0.5212,0.5912
474,25007,"Dukes County, Massachusetts",82.05,0.0169,0.0347,0.0462,0.6428,0.0067
475,25011,"Franklin County, Massachusetts",80.27,0.1729,0.1601,0.127,0.4639,0.3311
476,25019,"Nantucket County, Massachusetts",81.60,0.0939,0.0172,0.0099,0.7879999999999999,0.4244
477,25023,"Plymouth County, Massachusetts",79.63,0.2436,0.1312,0.1904,0.6874,0.3709
478,25027,"Worcester County, Massachusetts",79.66,0.3935,0.2311,0.1159,0.7673,0.7509999999999999
479,26005,"Allegan County, Michigan",79.13,0.1859,0.2416,0.1605,0.4225,0.2439
480,26007,"Alpena County, Michigan",78.70,0.3922,0.5298,0.6883,0.141,0.3305
481,26011,"Arenac County, Michigan",77.24,0.462,0.7685,0.5995,0.155,0.1942
482,26015,"Barry County, Michigan",79.35,0.1035,0.2257,0.1385,0.1996,0.1754
483,26017,"Bay County, Michigan",78.37,0.4031,0.5126,0.6215,0.2448,0.3429
484,26021,"Berrien County, Michigan",77.66,0.6351,0.5123,0.5788,0.6476,0.7189
485,26023,"Branch County, Michigan",78.04,0.6422,0.5379999999999999,0.4909,0.5314,0.8332
486,26025,"Calhoun County, Michigan",77.04,0.6915,0.5387,0.7724,0.6269,0.7023
487,26027,"Cass County, Michigan",78.49,0.3588,0.5256,0.6383,0.3773,0.141
488,26029,"Charlevoix County, Michigan",80.05,0.1477,0.2499,0.3072,0.1299,0.2079
489,26037,"Clinton County, Michigan",80.62,0.049,0.1229,0.0926,0.3212,0.0761
490,26041,"Delta County, Michigan",79.75,0.3862,0.4387,0.6609,0.1372,0.4686
491,26043,"Dickinson County, Michigan",79.73,0.2254,0.3289,0.5616,0.0608,0.2649
492,26047,"Emmet County, Michigan",80.05,0.1745,0.1983,0.2592,0.256,0.3123
493,26055,"Grand Traverse County, Michigan",80.57,0.142,0.1194,0.1003,0.3028,0.45299999999999996
494,26059,"Hillsdale County, Michigan",78.33,0.4995,0.6469,0.326,0.1471,0.6855
495,26061,"Houghton County, Michigan",79.00,0.5298,0.6291,0.0322,0.439,0.9245
496,26063,"Huron County, Michigan",78.39,0.2932,0.4215,0.5078,0.1289,0.2983
497,26067,"Ionia County, Michigan",78.44,0.5686,0.5581,0.3633,0.3429,0.8274
498,26075,"Jackson County, Michigan",77.84,0.595,0.5479,0.5606,0.4085,0.7539
499,26079,"Kalkaska County, Michigan",77.85,0.4132,0.6659999999999999,0.5785,0.1178,0.2798
500,26087,"Lapeer County, Michigan",78.64,0.2948,0.3976,0.2057,0.3633,0.3515
501,26091,"Lenawee County, Michigan",78.69,0.4085,0.4247,0.4607,0.4543,0.4034
502,26093,"Livingston County, Michigan",80.20,0.0089,0.0382,0.0554,0.1901,0.0395
503,26099,"Macomb County, Michigan",78.44,0.3365,0.3238,0.2136,0.7262,0.2996
504,26101,"Manistee County, Michigan",78.87,0.4715,0.5896,0.4062,0.2827,0.4893
505,26103,"Marquette County, Michigan",79.31,0.2636,0.4008,0.0535,0.311,0.5508
506,26105,"Mason County, Michigan",78.73,0.5339,0.5202,0.8169,0.2735,0.5269
507,26107,"Mecosta County, Michigan",79.19,0.6597,0.7666,0.1273,0.2954,0.9344
508,26109,"Menominee County, Michigan",79.74,0.3849,0.4021,0.6807,0.1894,0.4626
509,26111,"Midland County, Michigan",80.54,0.1678,0.2229,0.1305,0.3082,0.3298
510,26113,"Missaukee County, Michigan",78.49,0.5002,0.6351,0.7934,0.2098,0.3155
511,26115,"Monroe County, Michigan",78.27,0.1455,0.2725,0.1713,0.2576,0.1767
512,26117,"Montcalm County, Michigan",77.78,0.66,0.6963,0.7953,0.2805,0.6332
513,26121,"Muskegon County, Michigan",77.65,0.7822,0.7157,0.7545,0.4562,0.8551
514,26123,"Newaygo County, Michigan",78.10,0.6266,0.7163,0.6396,0.3951,0.5164
515,26127,"Oceana County, Michigan",78.86,0.8281,0.7475,0.8628,0.7116,0.6485
516,26133,"Osceola County, Michigan",78.21,0.7708,0.7797,0.937,0.191,0.7338
517,26137,"Otsego County, Michigan",79.21,0.3098,0.3442,0.589,0.2003,0.3559
518,26139,"Ottawa County, Michigan",81.45,0.26899999999999996,0.1694,0.1137,0.6459999999999999,0.5355
519,26145,"Saginaw County, Michigan",77.66,0.6969,0.6237,0.7058,0.6116,0.6351
520,26147,"Saint Clair County, Michigan",77.75,0.3394,0.4655,0.4693,0.2623,0.2929
521,26149,"Saint Joseph County, Michigan",77.23,0.6654,0.5769,0.7647,0.5387,0.6415
522,26151,"Sanilac County, Michigan",78.27,0.4046,0.6234,0.4814,0.2483,0.248
523,26155,"Shiawassee County, Michigan",77.88,0.2442,0.4696,0.3556,0.0977,0.2152
524,26157,"Tuscola County, Michigan",78.08,0.3865,0.5737,0.5193,0.1885,0.3034
525,26159,"Van Buren County, Michigan",77.69,0.6721,0.5947,0.6246,0.6578,0.6275
526,26165,"Wexford County, Michigan",77.83,0.5667,0.6705,0.8163,0.1668,0.4795
527,27003,"Anoka County, Minnesota",81.18,0.1436,0.0436,0.1461,0.6466,0.2429
528,27005,"Becker County, Minnesota",79.01,0.2709,0.1665,0.5626,0.3451,0.4387
529,27015,"Brown County, Minnesota",81.26,0.155,0.0802,0.2025,0.3365,0.4253
530,27017,"Carlton County, Minnesota",78.50,0.2894,0.1936,0.2818,0.2907,0.6985
531,27023,"Chippewa County, Minnesota",80.65,0.2149,0.1474,0.40399999999999997,0.5957,0.1891
532,27025,"Chisago County, Minnesota",80.34,0.0828,0.0627,0.1035,0.1694,0.3464
533,27029,"Clearwater County, Minnesota",78.35,0.723,0.5753,0.8284,0.4327,0.8418
534,27033,"Cottonwood County, Minnesota",81.25,0.46799999999999997,0.3225,0.6654,0.5848,0.4702
535,27035,"Crow Wing County, Minnesota",80.44,0.1404,0.0933,0.6584,0.0866,0.2623
536,27041,"Douglas County, Minnesota",81.56,0.0417,0.0283,0.1872,0.0627,0.2034
537,27043,"Faribault County, Minnesota",80.59,0.1821,0.1805,0.3531,0.4164,0.2038
538,27045,"Fillmore County, Minnesota",81.16,0.2381,0.1745,0.4113,0.3037,0.4167
539,27047,"Freeborn County, Minnesota",80.76,0.3871,0.2318,0.6899,0.5457,0.4406
540,27049,"Goodhue County, Minnesota",80.66,0.1955,0.0917,0.2458,0.4062,0.4569
541,27051,"Grant County, Minnesota",80.26,0.0891,0.1261,0.4078,0.1334,0.1172
542,27055,"Houston County, Minnesota",81.74,0.0458,0.0805,0.1961,0.0614,0.1585
543,27057,"Hubbard County, Minnesota",80.65,0.1484,0.1859,0.4037,0.1363,0.2426
544,27059,"Isanti County, Minnesota",80.38,0.1102,0.1681,0.2891,0.1248,0.2184
545,27061,"Itasca County, Minnesota",79.17,0.3152,0.2576,0.5199,0.1754,0.5906
546,27063,"Jackson County, Minnesota",81.73,0.0735,0.0649,0.2595,0.2748,0.0981
547,27065,"Kanabec County, Minnesota",80.04,0.3572,0.4572,0.6253,0.1175,0.4075
548,27067,"Kandiyohi County, Minnesota",81.17,0.4314,0.2159,0.4253,0.7364,0.611
549,27069,"Kittson County, Minnesota",78.98,0.1382,0.0952,0.3999,0.0831,0.3996
550,27071,"Koochiching County, Minnesota",79.30,0.3999,0.4199,0.6383,0.2092,0.5011
551,27077,"Lake of the Woods County, Minnesota",80.16,0.1608,0.2365,0.1143,0.063,0.5444
552,27079,"Le Sueur County, Minnesota",81.46,0.1194,0.1124,0.19899999999999998,0.4569,0.1684
553,27085,"McLeod County, Minnesota",81.30,0.1429,0.1082,0.3817,0.4699,0.1379
554,27089,"Marshall County, Minnesota",82.05,0.1366,0.1531,0.2474,0.3464,0.1999
555,27091,"Martin County, Minnesota",81.16,0.304,0.1538,0.8112,0.2486,0.4776
556,27093,"Meeker County, Minnesota",80.63,0.1761,0.1114,0.361,0.3677,0.3005
557,27095,"Mille Lacs County, Minnesota",78.72,0.524,0.3384,0.9137,0.255,0.6995
558,27097,"Morrison County, Minnesota",80.28,0.2639,0.2394,0.4403,0.16399999999999998,0.5209
559,27099,"Mower County, Minnesota",81.63,0.5651,0.3613,0.7838,0.7698,0.4839
560,27107,"Norman County, Minnesota",79.27,0.3177,0.1996,0.3591,0.4591,0.5594
561,27111,"Otter Tail County, Minnesota",80.45,0.2028,0.1111,0.2483,0.39799999999999996,0.461
562,27113,"Pennington County, Minnesota",79.73,0.2057,0.1168,0.3442,0.2681,0.5065
563,27115,"Pine County, Minnesota",79.30,0.5123,0.4499,0.4206,0.3843,0.7558
564,27117,"Pipestone County, Minnesota",80.33,0.4343,0.29100000000000004,0.7189,0.5594,0.4308
565,27121,"Pope County, Minnesota",80.92,0.0452,0.0458,0.1955,0.0376,0.2149
566,27125,"Red Lake County, Minnesota",79.29,0.2181,0.1649,0.4986,0.2219,0.3954
567,27127,"Redwood County, Minnesota",80.04,0.2655,0.228,0.6119,0.3785,0.2662
568,27129,"Renville County, Minnesota",79.67,0.1773,0.1608,0.2461,0.3913,0.2891
569,27133,"Rock County, Minnesota",79.89,0.1719,0.1468,0.4772,0.2923,0.2257
570,27135,"Roseau County, Minnesota",80.24,0.2464,0.0981,0.2725,0.3454,0.667
571,27143,"Sibley County, Minnesota",80.88,0.185,0.1576,0.39,0.5877,0.1184
572,27147,"Steele County, Minnesota",81.68,0.2665,0.1025,0.3754,0.4572,0.5638
573,27151,"Swift County, Minnesota",81.13,0.3037,0.2012,0.6749,0.419,0.3445
574,27153,"Todd County, Minnesota",80.71,0.4365,0.3407,0.4776,0.5501,0.5053
575,27157,"Wabasha County, Minnesota",81.65,0.028999999999999998,0.0223,0.1659,0.0799,0.1398
576,27159,"Wadena County, Minnesota",78.83,0.6358,0.4339,0.9943,0.0917,0.8169
577,27161,"Waseca County, Minnesota",81.59,0.2455,0.1296,0.1691,0.483,0.5861
578,27163,"Washington County, Minnesota",81.97,0.0745,0.0054,0.157,0.5521,0.1334
579,27167,"Wilkin County, Minnesota",79.50,0.1748,0.0665,0.5928,0.055999999999999994,0.5129
