County,County Code,Deaths,Population,Crude Rate
"Guilford County, NC",37081,72333,8981495,805.4
"Halifax County, NC",37083,12427,1042993,1191.5
"Harnett County, NC",37085,15835,2094009,756.2
"Haywood County, NC",37087,13238,1098908,1204.7
"Henderson County, NC",37089,23821,1947097,1223.4
"Hertford County, NC",37091,5204,454473,1145.1
"Hoke County, NC",37093,5254,834324,629.7
"Hyde County, NC",37095,1222,108608,1125.1
"Iredell County, NC",37097,25152,2856727,880.4
"Jackson County, NC",37099,6346,728120,871.6
"Johnston County, NC",37101,21926,3002679,730.2
"Jones County, NC",37103,2279,191531,1189.9
"Lee County, NC",37105,9812,1043043,940.7
"Lenoir County, NC",37107,13390,1120500,1195
"Lincoln County, NC",37109,12648,1404819,900.3
"McDowell County, NC",37111,8526,838182,1017.2
"Macon County, NC",37113,7955,621551,1279.9
"Madison County, NC",37115,4294,389423,1102.7
"Martin County, NC",37117,6396,462818,1382
"Mecklenburg County, NC",37119,97596,16652428,586.1
"Mitchell County, NC",37121,3952,295855,1335.8
"Montgomery County, NC",37123,5193,519378,999.8
"Moore County, NC",37125,18836,1621953,1161.3
"Nash County, NC",37127,18001,1757277,1024.4
"New Hanover County, NC",37129,30611,3689027,829.8
"Northampton County, NC",37131,5266,410241,1283.6
"Onslow County, NC",37133,17015,3218438,528.7
"Orange County, NC",37135,13906,2460930,565.1
"Pamlico County, NC",37137,2876,246211,1168.1
"Pasquotank County, NC",37139,7299,731077,998.4
"Pender County, NC",37141,8543,946119,903
"Perquimans County, NC",37143,2855,241127,1184
"Person County, NC",37145,7584,725981,1044.7
"Pitt County, NC",37147,21563,3007777,716.9
"Polk County, NC",37149,5445,375949,1448.3
"Randolph County, NC",37151,24541,2628964,933.5
"Richmond County, NC",37153,10223,877898,1164.5
"Robeson County, NC",37155,23489,2472994,949.8
"Rockingham County, NC",37157,20386,1756923,1160.3
"Rowan County, NC",37159,27396,2578937,1062.3
"Rutherford County, NC",37161,15303,1249753,1224.5
"Sampson County, NC",37163,12063,1185197,1017.8
"Scotland County, NC",37165,7165,682600,1049.7
"Stanly County, NC",37167,12135,1135528,1068.7
"Stokes County, NC",37169,8918,877504,1016.3
"Surry County, NC",37171,15818,1380069,1146.2
"Swain County, NC",37173,3342,260707,1281.9
"Transylvania County, NC",37175,7218,603803,1195.4
"Tyrrell County, NC",37177,842,80661,1043.9
"Union County, NC",37179,20997,3445654,609.4
"Vance County, NC",37181,9092,843475,1077.9
"Wake County, NC",37183,79852,15976772,499.8
"Warren County, NC",37185,4411,387842,1137.3
"Washington County, NC",37187,2998,248687,1205.5
"Watauga County, NC",37189,5905,929142,635.5
"Wayne County, NC",37191,21066,2272494,927
"Wilkes County, NC",37193,13713,1295348,1058.6
"Wilson County, NC",37195,15071,1493999,1008.8
"Yadkin County, NC",37197,7514,714286,1052
"Yancey County, NC",37199,3949,337109,1171.4
"Adams County, ND",38001,656,45685,1435.9
"Barnes County, ND",38003,2588,212436,1218.2
"Benson County, ND",38005,1285,128719,998.3
"Billings County, ND",38007,91,16087,565.7
"Bottineau County, ND",38009,1649,126751,1301
"Bowman County, ND",38011,825,60022,1374.5
"Burke County, ND",38013,453,40201,1126.8
"Burleigh County, ND",38015,11319,1522732,743.3
"Cass County, ND",38017,16692,2779935,600.4
"Cavalier County, ND",38019,1052,79703,1319.9
"Dickey County, ND",38021,1424,102064,1395.2
"Divide County, ND",38023,621,41945,1480.5
"Dunn County, ND",38025,677,71647,944.9
"Eddy County, ND",38027,880,47686,1845.4
"Emmons County, ND",38029,1020,70925,1438.1
"Foster County, ND",38031,917,65922,1391
"Golden Valley County, ND",38033,324,33788,958.9
"Grand Forks County, ND",38035,8587,1282603,669.5
"Grant County, ND",38037,674,47863,1408.2
"Griggs County, ND",38039,776,46762,1659.5
"Hettinger County, ND",38041,654,49320,1326
"Kidder County, ND",38043,519,47698,1088.1
"LaMoure County, ND",38045,961,82279,1168
"Logan County, ND",38047,561,39034,1437.2
"McHenry County, ND",38049,1218,108706,1120.5
"McIntosh County, ND",38051,1130,56774,1990.3
"McKenzie County, ND",38053,1149,143245,802.1
"McLean County, ND",38055,2191,174938,1252.4
"Mercer County, ND",38057,1486,161874,918
"Morton County, ND",38059,4755,517015,919.7
"Mountrail County, ND",38061,1610,149812,1074.7
"Nelson County, ND",38063,1202,61721,1947.5
"Oliver County, ND",38065,233,36187,643.9
"Pembina County, ND",38067,1657,145720,1137.1
"Pierce County, ND",38069,1242,84127,1476.3
"Ramsey County, ND",38071,2694,219859,1225.3
"Ransom County, ND",38073,1598,106923,1494.5
"Renville County, ND",38075,587,47979,1223.5
"Richland County, ND",38077,2758,320367,860.9
"Rolette County, ND",38079,2420,266060,909.6
"Sargent County, ND",38081,702,76592,916.5
"Sheridan County, ND",38083,266,27279,975.1
"Sioux County, ND",38085,723,79677,907.4
"Slope County, ND",38087,81,14209,570.1
"Stark County, ND",38089,4142,479469,863.9
"Steele County, ND",38091,359,38725,927
"Stutsman County, ND",38093,4485,403221,1112.3
"Towner County, ND",38095,645,46398,1390.1
"Traill County, ND",38097,1880,156203,1203.6
"Walsh County, ND",38099,2777,217411,1277.3
"Ward County, ND",38101,9190,1180655,778.4
"Wells County, ND",38103,1350,84400,1599.5
"Williams County, ND",38105,4057,460026,881.9
"Adams County, OH",39001,6017,534638,1125.4
"Allen County, OH",39003,20554,2020804,1017.1
"Ashland County, OH",39005,9959,1008280,987.7
"Ashtabula County, OH",39007,21523,1923297,1119.1
"Athens County, OH",39009,8992,1221005,736.4
"Auglaize County, OH",39011,8945,874425,1023
"Belmont County, OH",39013,17207,1328474,1295.2
"Brown County, OH",39015,8534,833686,1023.6
"Butler County, OH",39017,55729,6817497,817.4
"Carroll County, OH",39019,5366,545145,984.3
"Champaign County, OH",39021,7347,749725,980
"Clark County, OH",39023,31636,2651370,1193.2
"Clermont County, OH",39025,28214,3663099,770.2
"Clinton County, OH",39027,7695,792658,970.8
"Columbiana County, OH",39029,23244,2058412,1129.2
"Coshocton County, OH",39031,7446,701357,1061.7
"Crawford County, OH",39033,9873,843364,1170.7
"Cuyahoga County, OH",39035,270088,24868211,1086.1
"Darke County, OH",39037,10761,1002425,1073.5
"Defiance County, OH",39039,6897,740237,931.7
"Delaware County, OH",39041,15743,3037604,518.3
"Erie County, OH",39043,16728,1470253,1137.8
"Fairfield County, OH",39045,21349,2679456,796.8
"Fayette County, OH",39047,6532,545274,1197.9
"Franklin County, OH",39049,165131,21931498,752.9
"Fulton County, OH",39051,7358,807832,910.8
"Gallia County, OH",39053,6574,584960,1123.8
"Geauga County, OH",39055,13811,1769507,780.5
"Greene County, OH",39057,24227,3010343,804.8
"Guernsey County, OH",39059,8444,764443,1104.6
"Hamilton County, OH",39061,151869,15475903,981.3
"Hancock County, OH",39063,12721,1409580,902.5
"Hardin County, OH",39065,5945,605417,982
"Harrison County, OH",39067,3866,299250,1291.9
"Henry County, OH",39069,5102,541242,942.6
"Highland County, OH",39071,8818,812815,1084.9
"Hocking County, OH",39073,5547,548471,1011.4
"Holmes County, OH",39075,5488,797049,688.5
"Huron County, OH",39077,10577,1129845,936.1
"Jackson County, OH",39079,7287,624946,1166
"Jefferson County, OH",39081,18640,1332632,1398.7
"Knox County, OH",39083,11028,1122298,982.6
"Lake County, OH",39085,42917,4346781,987.3
"Lawrence County, OH",39087,14117,1179167,1197.2
"Licking County, OH",39089,26759,3060366,874.4
"Logan County, OH",39091,8950,870702,1027.9
"Lorain County, OH",39093,52040,5646466,921.6
"Lucas County, OH",39095,83729,8441245,991.9
"Madison County, OH",39097,7138,804006,887.8
"Mahoning County, OH",39099,58249,4615387,1262.1
"Marion County, OH",39101,13066,1256458,1039.9
"Medina County, OH",39103,23816,3180723,748.8
"Meigs County, OH",39105,5162,445074,1159.8
"Mercer County, OH",39107,7387,777128,950.6
"Miami County, OH",39109,18388,1937694,949
"Monroe County, OH",39111,3331,280188,1188.8
"Montgomery County, OH",39113,108387,10306472,1051.6
"Morgan County, OH",39115,3106,284521,1091.7
"Morrow County, OH",39117,5469,649230,842.4
"Muskingum County, OH",39119,17377,1627144,1067.9
"Noble County, OH",39121,2364,273113,865.6
"Ottawa County, OH",39123,8777,783591,1120.1
"Paulding County, OH",39125,3531,372432,948.1
"Perry County, OH",39127,6329,673636,939.5
"Pickaway County, OH",39129,9329,1040013,897
"Pike County, OH",39131,6142,537843,1142
"Portage County, OH",39133,24174,3016931,801.3
"Preble County, OH",39135,8045,801154,1004.2
"Putnam County, OH",39137,5643,655002,861.5
"Richland County, OH",39139,24929,2382264,1046.4
"Ross County, OH",39141,14701,1450918,1013.2
"Sandusky County, OH",39143,12122,1159062,1045.8
"Scioto County, OH",39145,18307,1487203,1231
"Seneca County, OH",39147,10947,1083445,1010.4
"Shelby County, OH",39149,7889,929294,848.9
"Stark County, OH",39151,75937,7144350,1062.9
"Summit County, OH",39153,104406,10313158,1012.4
"Trumbull County, OH",39155,47006,4054547,1159.3
"Tuscarawas County, OH",39157,18291,1751693,1044.2
"Union County, OH",39159,6086,937360,649.3
"Van Wert County, OH",39161,5878,550714,1067.3
"Vinton County, OH",39163,2510,251141,999.4
"Warren County, OH",39165,26104,3811739,684.8
"Washington County, OH",39167,13366,1178764,1133.9
"Wayne County, OH",39169,19311,2168353,890.6
"Williams County, OH",39171,7261,724146,1002.7
"Wood County, OH",39173,18868,2388135,790.1
"Wyandot County, OH",39175,4504,429790,1048
"Adair County, OK",40001,4442,416590,1066.3
"Alfalfa County, OK",40003,1308,110044,1188.6
"Atoka County, OK",40005,2902,265525,1092.9
"Beaver County, OK",40007,1057,106105,996.2
"Beckham County, OK",40009,4744,407206,1165
"Blaine County, OK",40011,2674,211093,1266.7
"Bryan County, OK",40013,8817,777563,1133.9
"Caddo County, OK",40015,6778,558727,1213.1
"Canadian County, OK",40017,14883,2100136,708.7
"Carter County, OK",40019,11428,894379,1277.8
"Cherokee County, OK",40021,8419,873604,963.7
"Choctaw County, OK",40023,4195,288165,1455.8
"Cimarron County, OK",40025,679,48893,1388.7
"Cleveland County, OK",40027,30467,4654348,654.6
"Coal County, OK",40029,1610,111094,1449.2
"Comanche County, OK",40031,17898,2269068,788.8
"Cotton County, OK",40033,1545,118491,1303.9
"Craig County, OK",40035,3737,281257,1328.7
"Creek County, OK",40037,14699,1314521,1118.2
"Custer County, OK",40039,5425,517664,1048
"Delaware County, OK",40041,9215,762666,1208.3
"Dewey County, OK",40043,1450,90395,1604.1
"Ellis County, OK",40045,1083,77047,1405.6
"Garfield County, OK",40047,13042,1132845,1151.3
"Garvin County, OK",40049,7056,519878,1357.2
"Grady County, OK",40051,9554,963642,991.4
"Grant County, OK",40053,1259,89240,1410.8
"Greer County, OK",40055,1570,115533,1358.9
"Harmon County, OK",40057,842,55665,1512.6
"Harper County, OK",40059,937,68720,1363.5
"Haskell County, OK",40061,3052,236353,1291.3
"Hughes County, OK",40063,3714,260939,1423.3
"Jackson County, OK",40065,5062,507207,998
"Jefferson County, OK",40067,1926,122935,1566.7
"Johnston County, OK",40069,2605,204855,1271.6
"Kay County, OK",40071,11194,882800,1268
"Kingfisher County, OK",40073,2931,280228,1045.9
"Kiowa County, OK",40075,2940,182562,1610.4
"Latimer County, OK",40077,2470,204985,1205
"Le Flore County, OK",40079,11157,936453,1191.4
"Lincoln County, OK",40081,6872,638932,1075.5
"Logan County, OK",40083,6274,759307,826.3
"Love County, OK",40085,2054,177214,1159.1
"McClain County, OK",40087,5717,625789,913.6
"McCurtain County, OK",40089,7852,633406,1239.6
"McIntosh County, OK",40091,5546,377671,1468.5
"Major County, OK",40093,1831,143923,1272.2
"Marshall County, OK",40095,3530,286269,1233.1
"Mayes County, OK",40097,8482,762790,1112
"Murray County, OK",40099,3499,251199,1392.9
"Muskogee County, OK",40101,16452,1328614,1238.3
"Noble County, OK",40103,2423,218033,1111.3
"Nowata County, OK",40105,2488,201287,1236
"Okfuskee County, OK",40107,3096,228881,1352.7
"Oklahoma County, OK",40109,125742,13550173,928
"Okmulgee County, OK",40111,9301,751277,1238
"Osage County, OK",40113,8050,887430,907.1
"Ottawa County, OK",40115,8273,613861,1347.7
"Pawnee County, OK",40117,3811,314655,1211.2
"Payne County, OK",40119,10258,1431380,716.7
"Pittsburg County, OK",40121,11023,847629,1300.5
"Pontotoc County, OK",40123,8058,694989,1159.4
"Pottawatomie County, OK",40125,14419,1308600,1101.9
"Pushmataha County, OK",40127,3112,216731,1435.9
"Roger Mills County, OK",40129,719,67182,1070.2
"Rogers County, OK",40131,13559,1578559,858.9
"Seminole County, OK",40133,6377,476675,1337.8
"Sequoyah County, OK",40135,8739,776708,1125.1
"Stephens County, OK",40137,10819,834809,1296
"Texas County, OK",40139,2868,387391,740.3
"Tillman County, OK",40141,2112,157063,1344.7
"Tulsa County, OK",40143,103571,11314710,915.4
"Wagoner County, OK",40145,9669,1306717,739.9
"Washington County, OK",40147,11199,957112,1170.1
"Washita County, OK",40149,2678,217803,1229.6
"Woods County, OK",40151,2129,168810,1261.2
"Woodward County, OK",40153,3625,376751,962.2
"Baker County, OR",41001,3917,308035,1271.6
"Benton County, OR",41003,9920,1590482,623.7
"Clackamas County, OR",41005,56077,7054819,794.9
"Clatsop County, OR",41007,7343,699258,1050.1
"Columbia County, OR",41009,7828,909697,860.5
"Coos County, OR",41011,16380,1197357,1368
"Crook County, OR",41013,4081,397329,1027.1
"Curry County, OR",41015,6800,421640,1612.8
"Deschutes County, OR",41017,22320,2851577,782.7
"Douglas County, OR",41019,24811,2005069,1237.4
"Gilliam County, OR",41021,413,35764,1154.8
"Grant County, OR",41023,1648,140614,1172
"Harney County, OR",41025,1484,139445,1064.2
"Hood River County, OR",41027,3365,412909,814.9
"Jackson County, OR",41029,39879,3787114,1053
"Jefferson County, OR",41031,3521,402983,873.7
"Josephine County, OR",41033,21032,1544854,1361.4
"Klamath County, OR",41035,13672,1246039,1097.2
"Lake County, OR",41037,1687,146924,1148.2
"Lane County, OR",41039,59876,6561281,912.6
"Lincoln County, OR",41041,10652,870052,1224.3
"Linn County, OR",41043,21451,2149984,997.7
"Malheur County, OR",41045,5523,590479,935.3
"Marion County, OR",41047,49104,5885139,834.4
"Morrow County, OR",41049,1473,211956,695
"Multnomah County, OR",41051,106395,13696664,776.8
"Polk County, OR",41053,11390,1372497,829.9
"Sherman County, OR",41055,343,33248,1031.6
"Tillamook County, OR",41057,5451,477489,1141.6
"Umatilla County, OR",41059,11887,1414046,840.6
"Union County, OR",41061,4797,479550,1000.3
"Wallowa County, OR",41063,1533,132299,1158.7
"Wasco County, OR",41065,5681,470055,1208.6
"Washington County, OR",41067,55398,9788861,565.9
"Wheeler County, OR",41069,365,27300,1337
"Yamhill County, OR",41071,15090,1812389,832.6
"Adams County, PA",42001,17632,1876692,939.5
"Allegheny County, PA",42003,271229,23560799,1151.2
"Armstrong County, PA",42005,16213,1321914,1226.5
"Beaver County, PA",42007,40399,3290835,1227.6
"Bedford County, PA",42009,9967,940607,1059.6
"Berks County, PA",42011,69960,7613590,918.9
"Blair County, PA",42013,30286,2411881,1255.7
"Bradford County, PA",42015,12638,1182697,1068.6
"Bucks County, PA",42017,102085,11745610,869.1
"Butler County, PA",42019,34676,3451078,1004.8
"Cambria County, PA",42021,35658,2742566,1300.2
"Cameron County, PA",42023,1287,99951,1287.6
"Carbon County, PA",42025,14855,1194507,1243.6
"Centre County, PA",42027,17220,2847882,604.7
"Chester County, PA",42029,67064,9175152,730.9
"Clarion County, PA",42031,8043,764197,1052.5
"Clearfield County, PA",42033,17635,1555803,1133.5
"Clinton County, PA",42035,7663,737494,1039.1
"Columbia County, PA",42037,12984,1253768,1035.6
"Crawford County, PA",42039,18556,1685292,1101.1
"Cumberland County, PA",42041,40989,4385914,934.6
"Dauphin County, PA",42043,46469,5006843,928.1
"Delaware County, PA",42045,105672,10580984,998.7
"Elk County, PA",42047,7164,620951,1153.7
"Erie County, PA",42049,52774,5303604,995.1
"Fayette County, PA",42051,34407,2650974,1297.9
"Forest County, PA",42053,1572,130248,1206.9
"Franklin County, PA",42055,26283,2730401,962.6
"Fulton County, PA",42057,2676,277378,964.7
"Greene County, PA",42059,8359,739818,1129.9
"Huntingdon County, PA",42061,8412,869013,968
"Indiana County, PA",42063,16962,1679876,1009.7
"Jefferson County, PA",42065,10515,857235,1226.6
"Juniata County, PA",42067,4457,457578,974
"Lackawanna County, PA",42069,52385,4045922,1294.8
"Lancaster County, PA",42071,86663,9650860,898
"Lawrence County, PA",42073,21979,1736730,1265.5
"Lebanon County, PA",42075,25897,2470594,1048.2
"Lehigh County, PA",42077,61001,6464284,943.7
"Luzerne County, PA",42079,79242,6048289,1310.2
"Lycoming County, PA",42081,23810,2225209,1070
"Mc Kean County, PA",42083,10014,833522,1201.4
"Mercer County, PA",42085,27265,2224913,1225.4
"Mifflin County, PA",42087,9937,884111,1124
"Monroe County, PA",42089,24232,3053512,793.6
"Montgomery County, PA",42091,136524,15009062,909.6
"Montour County, PA",42093,4330,347260,1246.9
"Northampton County, PA",42095,51928,5495462,944.9
"Northumberland County, PA",42097,22329,1784211,1251.5
"Perry County, PA",42099,7862,856825,917.6
"Philadelphia County, PA",42101,292917,28955274,1011.6
"Pike County, PA",42103,8161,1023894,797.1
"Potter County, PA",42105,3870,334896,1155.6
"Schuylkill County, PA",42107,37865,2800613,1352
"Snyder County, PA",42109,6307,744828,846.8
"Somerset County, PA",42111,18047,1480860,1218.7
"Sullivan County, PA",42113,1974,122434,1612.3
"Susquehanna County, PA",42115,8906,808530,1101.5
"Tioga County, PA",42117,8254,792936,1040.9
"Union County, PA",42119,6948,836189,830.9
"Venango County, PA",42121,12409,1048609,1183.4
"Warren County, PA",42123,9422,796143,1183.5
"Washington County, PA",42125,47181,3917379,1204.4
"Wayne County, PA",42127,11238,962408,1167.7
"Westmoreland County, PA",42129,83521,6924709,1206.1
"Wyoming County, PA",42131,5374,533534,1007.2
"York County, PA",42133,68986,7969063,865.7
"Bristol County, RI",44001,9749,956259,1019.5
"Kent County, RI",44003,32603,3172069,1027.8
"Newport County, RI",44005,14739,1591550,926.1
"Providence County, RI",44007,109438,11968733,914.4
"Washington County, RI",44009,19965,2399352,832.1
"Abbeville County, SC",45001,5075,486321,1043.5
"Aiken County, SC",45003,28988,2955298,980.9
"Allendale County, SC",45005,2295,198518,1156.1
"Anderson County, SC",45007,36539,3459431,1056.2
"Bamberg County, SC",45009,3443,302260,1139.1
"Barnwell County, SC",45011,4740,429525,1103.5
"Beaufort County, SC",45013,23058,2909577,792.5
"Berkeley County, SC",45015,21281,3275406,649.7
"Calhoun County, SC",45017,3111,286848,1084.5
"Charleston County, SC",45019,54721,6605342,828.4
"Cherokee County, SC",45021,11105,1038932,1068.9
"Chester County, SC",45023,7020,630441,1113.5
"Chesterfield County, SC",45025,8913,858896,1037.7
"Clarendon County, SC",45027,6824,643970,1059.7
"Colleton County, SC",45029,8674,728631,1190.5
"Darlington County, SC",45031,14636,1292546,1132.3
"Dillon County, SC",45033,6616,593560,1114.6
"Dorchester County, SC",45035,16385,2402949,681.9
"Edgefield County, SC",45037,4102,494816,829
"Fairfield County, SC",45039,5368,447727,1198.9
"Florence County, SC",45041,26431,2538459,1041.2
"Georgetown County, SC",45043,12260,1129365,1085.6
"Greenville County, SC",45045,69822,8293550,841.9
"Greenwood County, SC",45047,13360,1301608,1026.4
"Hampton County, SC",45049,4115,396330,1038.3
"Horry County, SC",45051,47925,4859842,986.1
"Jasper County, SC",45053,3772,455370,828.3
"Kershaw County, SC",45055,10880,1121782,969.9
"Lancaster County, SC",45057,13281,1393026,953.4
"Laurens County, SC",45059,14591,1281407,1138.7
"Lee County, SC",45061,4240,365756,1159.2
"Lexington County, SC",45063,38466,4774659,805.6
"McCormick County, SC",45065,2336,189944,1229.8
"Marion County, SC",45067,7604,636370,1194.9
"Marlboro County, SC",45069,6363,539149,1180.2
"Newberry County, SC",45071,7834,704437,1112.1
"Oconee County, SC",45073,14534,1369896,1061
"Orangeburg County, SC",45075,19130,1733317,1103.7
"Pickens County, SC",45077,19481,2221212,877
"Richland County, SC",45079,51764,7002173,739.3
"Saluda County, SC",45081,3892,372070,1046
"Spartanburg County, SC",45083,52021,5263316,988.4
"Sumter County, SC",45085,18954,2022942,937
"Union County, SC",45087,7119,548761,1297.3
"Williamsburg County, SC",45089,7638,658120,1160.6
"York County, SC",45091,31364,4015094,781.2
"Aurora County, SD",46003,617,53222,1159.3
"Beadle County, SD",46005,3687,327333,1126.4
"Bennett County, SD",46007,618,66020,936.1
"Bon Homme County, SD",46009,1514,134294,1127.4
"Brookings County, SD",46011,3575,591303,604.6
"Brown County, SD",46013,6896,695166,992
"Brule County, SD",46015,1035,98821,1047.3
"Buffalo County, SD",46017,369,37851,974.9
"Butte County, SD",46019,1920,185317,1036.1
"Campbell County, SD",46021,281,29113,965.2
"Charles Mix County, SD",46023,1967,174822,1125.1
"Clark County, SD",46025,906,72127,1256.1
"Clay County, SD",46027,1798,261986,686.3
"Codington County, SD",46029,4472,512833,872
"Corson County, SD",46031,804,78655,1022.2
"Custer County, SD",46033,1538,152190,1010.6
"Davison County, SD",46035,3772,367875,1025.3
"Day County, SD",46037,1584,110119,1438.4
"Deuel County, SD",46039,923,83164,1109.9
"Dewey County, SD",46041,1095,107071,1022.7
"Douglas County, SD",46043,817,59594,1370.9
"Edmunds County, SD",46045,949,77902,1218.2
"Fall River County, SD",46047,2148,134528,1596.7
"Faulk County, SD",46049,562,46114,1218.7
"Grant County, SD",46051,1696,141182,1201.3
"Gregory County, SD",46053,1297,83047,1561.8
"Haakon County, SD",46055,500,38031,1314.7
"Hamlin County, SD",46057,1326,109568,1210.2
"Hand County, SD",46059,827,65648,1259.7
"Hanson County, SD",46061,416,63804,652
"Harding County, SD",46063,168,24459,686.9
"Hughes County, SD",46065,2735,322263,848.7
"Hutchinson County, SD",46067,2222,142676,1557.4
"Hyde County, SD",46069,422,28257,1493.4
"Jackson County, SD",46071,602,58135,1035.5
"Jerauld County, SD",46073,542,39812,1361.4
"Jones County, SD",46075,176,19641,896.1
"Kingsbury County, SD",46077,1524,100164,1521.5
"Lake County, SD",46079,2075,217736,953
"Lawrence County, SD",46081,4000,446841,895.2
"Lincoln County, SD",46083,3821,764653,499.7
"Lyman County, SD",46085,621,72634,855
"McCook County, SD",46087,1381,107973,1279
"McPherson County, SD",46089,721,49008,1471.2
"Marshall County, SD",46091,1018,87890,1158.3
"Meade County, SD",46093,3609,486197,742.3
"Mellette County, SD",46095,458,39104,1171.2
"Miner County, SD",46097,668,47019,1420.7
"Minnehaha County, SD",46099,23084,3162834,729.9
"Moody County, SD",46101,1092,123585,883.6
"Pennington County, SD",46103,14206,1872608,758.6
"Perkins County, SD",46105,827,58359,1417.1
"Potter County, SD",46107,741,46047,1609.2
"Roberts County, SD",46109,2181,192059,1135.6
"Sanborn County, SD",46111,512,46504,1101
"Shannon County, SD",46113,2395,255928,935.8
"Spink County, SD",46115,1515,128143,1182.3
"Stanley County, SD",46117,355,54795,647.9
"Sully County, SD",46119,193,27285,707.3
"Todd County, SD",46121,1552,182217,851.7
"Tripp County, SD",46123,1428,111044,1286
"Turner County, SD",46125,2032,160457,1266.4
"Union County, SD",46127,2104,263089,799.7
"Walworth County, SD",46129,1561,105768,1475.9
"Yankton County, SD",46135,3964,421481,940.5
"Ziebach County, SD",46137,273,51605,529
"Anderson County, TN",47001,16599,1401910,1184
"Bedford County, TN",47003,8088,820912,985.2
"Benton County, TN",47005,4548,311488,1460.1
"Bledsoe County, TN",47007,2335,248288,940.4
"Blount County, TN",47009,23221,2258350,1028.2
"Bradley County, TN",47011,17105,1834969,932.2
"Campbell County, TN",47013,9783,763054,1282.1
"Cannon County, TN",47015,2927,255915,1143.7
"Carroll County, TN",47017,8017,545273,1470.3
"Carter County, TN",47019,12584,1086049,1158.7
"Cheatham County, TN",47021,6221,727802,854.8
"Chester County, TN",47023,3116,315958,986.2
"Claiborne County, TN",47025,7313,593869,1231.4
"Clay County, TN",47027,2000,149321,1339.4
"Cocke County, TN",47029,8520,662955,1285.2
"Coffee County, TN",47031,11344,982649,1154.4
"Crockett County, TN",47033,3467,275778,1257.2
"Cumberland County, TN",47035,12630,1021466,1236.5
"Davidson County, TN",47037,96697,11763734,822
"Decatur County, TN",47039,3203,222089,1442.2
"DeKalb County, TN",47041,4227,351361,1203
"Dickson County, TN",47043,8928,912964,977.9
"Dyer County, TN",47045,8244,717956,1148.3
"Fayette County, TN",47047,6394,677628,943.6
"Fentress County, TN",47049,4300,332485,1293.3
"Franklin County, TN",47051,8627,773049,1116
"Gibson County, TN",47053,12973,927123,1399.3
"Giles County, TN",47055,6658,557580,1194.1
"Grainger County, TN",47057,4701,419506,1120.6
"Greene County, TN",47059,15336,1270964,1206.6
"Grundy County, TN",47061,3646,263171,1385.4
"Hamblen County, TN",47063,12908,1163135,1109.8
"Hamilton County, TN",47065,62526,6287040,994.5
"Hancock County, TN",47067,1766,127841,1381.4
"Hardeman County, TN",47069,5515,516264,1068.3
"Hardin County, TN",47071,6584,490432,1342.5
"Hawkins County, TN",47073,11855,1059273,1119.2
"Haywood County, TN",47075,3956,358940,1102.1
"Henderson County, TN",47077,6016,514455,1169.4
"Henry County, TN",47079,8542,604748,1412.5
"Hickman County, TN",47081,4726,454305,1040.3
"Houston County, TN",47083,2030,155694,1303.8
"Humphreys County, TN",47085,4226,345897,1221.8
"Jackson County, TN",47087,2803,216437,1295.1
"Jefferson County, TN",47089,9964,942516,1057.2
"Johnson County, TN",47091,4033,340866,1183.2
"Knox County, TN",47093,74231,7992792,928.7
"Lake County, TN",47095,1873,148283,1263.1
"Lauderdale County, TN",47097,5416,519474,1042.6
"Lawrence County, TN",47099,9046,786121,1150.7
"Lewis County, TN",47101,2645,224318,1179.1
"Lincoln County, TN",47103,7389,620442,1190.9
"Loudon County, TN",47105,10055,877652,1145.7
"McMinn County, TN",47107,11431,977367,1169.6
"McNairy County, TN",47109,6356,484547,1311.7
"Macon County, TN",47111,4634,416397,1112.9
"Madison County, TN",47113,17405,1826790,952.8
"Marion County, TN",47115,6277,533714,1176.1
"Marshall County, TN",47117,5662,561141,1009
"Maury County, TN",47119,14597,1495193,976.3
"Meigs County, TN",47121,2512,218463,1149.9
"Monroe County, TN",47123,8858,818665,1082
"Montgomery County, TN",47125,19362,3117960,621
"Moore County, TN",47127,1105,116782,946.2
"Morgan County, TN",47129,4018,402547,998.1
"Obion County, TN",47131,7370,602724,1222.8
"Overton County, TN",47133,5109,406368,1257.2
"Perry County, TN",47135,1966,147214,1335.5
"Pickett County, TN",47137,1258,96145,1308.4
"Polk County, TN",47139,3961,314201,1260.7
"Putnam County, TN",47141,13383,1323513,1011.2
"Rhea County, TN",47143,6683,585865,1140.7
"Roane County, TN",47145,12523,1009844,1240.1
"Robertson County, TN",47147,10869,1195582,909.1
"Rutherford County, TN",47149,27842,4671207,596
"Scott County, TN",47151,4537,415299,1092.5
"Sequatchie County, TN",47153,2587,254749,1015.5
"Sevier County, TN",47155,15637,1625836,961.8
"Shelby County, TN",47157,148520,17498702,848.7
"Smith County, TN",47159,3893,356056,1093.4
"Stewart County, TN",47161,2915,246396,1183.1
"Sullivan County, TN",47163,35885,2949158,1216.8
"Sumner County, TN",47165,24210,2940343,823.4
"Tipton County, TN",47167,9654,1101294,876.6
"Trousdale County, TN",47169,1752,147631,1186.7
"Unicoi County, TN",47171,4878,341744,1427.4
"Union County, TN",47173,3526,357868,985.3
"Van Buren County, TN",47175,1184,105153,1126
"Warren County, TN",47177,8507,748876,1136
"Washington County, TN",47179,23846,2247997,1060.8
"Wayne County, TN",47181,3583,321799,1113.4
"Weakley County, TN",47183,7096,653721,1085.5
